year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,4,1806,1815,-9,2013,2029,-16,DL,2019,N919DL,LGA,MSP,160,1020,18,15,2013-01-04T23:00:00Z
2013,10,29,2031,2019,12,2311,2240,31,EV,4333,N11193,EWR,TUL,192,1215,20,19,2013-10-30T00:00:00Z
2013,2,28,1235,1245,-10,1521,1550,-29,AA,745,N3AMAA,LGA,DFW,207,1389,12,45,2013-02-28T17:00:00Z
2013,7,6,759,808,-9,908,921,-13,EV,4162,N12924,EWR,BOS,42,200,8,8,2013-07-06T12:00:00Z
2013,6,27,1746,1655,51,2224,2005,139,VX,413,N639VA,JFK,LAX,352,2475,16,55,2013-06-27T20:00:00Z
2013,2,13,1355,1355,0,1511,1530,-19,WN,348,N736SA,LGA,MDW,114,725,13,55,2013-02-13T18:00:00Z
2013,5,28,1814,1715,59,2051,2000,51,WN,717,N704SW,EWR,HOU,181,1411,17,15,2013-05-28T21:00:00Z
2013,7,8,1612,1510,62,1926,1734,112,EV,4377,N12136,EWR,JAX,109,820,15,10,2013-07-08T19:00:00Z
2013,10,11,1742,1450,172,1933,1625,188,EV,4662,N15910,EWR,RDU,64,416,14,50,2013-10-11T18:00:00Z
2013,9,6,653,700,-7,754,809,-15,US,2169,N756US,LGA,DCA,41,214,7,0,2013-09-06T11:00:00Z
2013,3,22,1650,1645,5,1924,1917,7,EV,4705,N11192,EWR,ATL,145,746,16,45,2013-03-22T20:00:00Z
2013,10,29,1826,1830,-4,2209,2205,4,B6,669,N615JB,JFK,SJC,363,2569,18,30,2013-10-29T22:00:00Z
2013,7,30,1227,1209,18,1328,1316,12,B6,1191,N292JB,JFK,ACK,41,199,12,9,2013-07-30T16:00:00Z
2013,8,9,758,801,-3,932,941,-9,EV,4099,N12167,EWR,STL,126,872,8,1,2013-08-09T12:00:00Z
2013,1,24,1713,1509,124,1925,1741,104,EV,3817,N16561,EWR,JAX,113,820,15,9,2013-01-24T20:00:00Z
2013,9,15,1544,1505,39,1811,1810,1,AA,1155,N3BAAA,LGA,DFW,187,1389,15,5,2013-09-15T19:00:00Z
2013,9,19,812,815,-3,1035,1040,-5,DL,914,N360NB,LGA,DEN,220,1620,8,15,2013-09-19T12:00:00Z
2013,8,22,651,700,-9,759,806,-7,US,2136,N963UW,LGA,BOS,39,184,7,0,2013-08-22T11:00:00Z
2013,9,27,705,710,-5,951,1000,-9,AA,2493,N5EBAA,JFK,MCO,123,944,7,10,2013-09-27T11:00:00Z
2013,1,9,1842,1845,-3,2127,2221,-54,DL,2190,N332NW,JFK,MIA,147,1089,18,45,2013-01-09T23:00:00Z
2013,8,14,1333,1335,-2,1442,1503,-21,B6,286,N273JB,JFK,ROC,55,264,13,35,2013-08-14T17:00:00Z
2013,2,19,1237,1240,-3,1430,1446,-16,DL,1131,N364NB,LGA,DTW,84,502,12,40,2013-02-19T17:00:00Z
2013,3,21,1354,1400,-6,1509,1503,6,US,2130,N957UW,LGA,BOS,32,184,14,0,2013-03-21T18:00:00Z
2013,8,21,729,714,15,1011,1015,-4,UA,406,N854UA,EWR,PDX,313,2434,7,14,2013-08-21T11:00:00Z
2013,8,26,1110,1117,-7,1254,1335,-41,UA,405,N429UA,LGA,DEN,202,1620,11,17,2013-08-26T15:00:00Z
2013,9,15,1958,2000,-2,2234,2230,4,DL,1147,N911DE,LGA,ATL,106,762,20,0,2013-09-16T00:00:00Z
2013,2,1,642,645,-3,801,808,-7,B6,102,N586JB,JFK,BUF,62,301,6,45,2013-02-01T11:00:00Z
2013,7,5,1239,1244,-5,1401,1356,5,EV,4109,N14920,EWR,BNA,116,748,12,44,2013-07-05T16:00:00Z
2013,5,21,1418,1414,4,1530,1532,-2,EV,4284,N14952,EWR,ROC,42,246,14,14,2013-05-21T18:00:00Z
2013,8,13,1456,1455,1,1607,1630,-23,DL,1164,N357NB,JFK,BOS,38,187,14,55,2013-08-13T18:00:00Z
2013,12,29,1856,1850,6,2035,2030,5,MQ,3674,N543MQ,LGA,CLE,65,419,18,50,2013-12-29T23:00:00Z
2013,5,29,654,659,-5,938,951,-13,B6,49,N649JB,JFK,PBI,141,1028,6,59,2013-05-29T10:00:00Z
2013,1,6,1019,1018,1,1330,1331,-1,UA,952,N474UA,EWR,RSW,176,1068,10,18,2013-01-06T15:00:00Z
2013,1,19,1340,1345,-5,1634,1641,-7,B6,1783,N607JB,JFK,MCO,142,944,13,45,2013-01-19T18:00:00Z
2013,11,21,1531,1529,2,1827,1835,-8,UA,1695,N33294,EWR,IAH,209,1400,15,29,2013-11-21T20:00:00Z
2013,6,2,2104,1925,99,17,2253,84,DL,1643,N614DL,JFK,SEA,333,2422,19,25,2013-06-02T23:00:00Z
2013,4,18,1413,1415,-2,1737,1555,102,AA,337,N555AA,LGA,ORD,144,733,14,15,2013-04-18T18:00:00Z
2013,1,27,1320,1300,20,1606,1606,0,B6,85,N529JB,JFK,FLL,151,1069,13,0,2013-01-27T18:00:00Z
2013,10,16,1619,1625,-6,1839,1841,-2,EV,5601,N176PQ,LGA,CLT,84,544,16,25,2013-10-16T20:00:00Z
2013,10,30,754,759,-5,917,934,-17,AA,307,N4WKAA,LGA,ORD,120,733,7,59,2013-10-30T11:00:00Z
2013,1,5,1918,1920,-2,2205,2246,-41,DL,83,N387DA,JFK,FLL,153,1069,19,20,2013-01-06T00:00:00Z
2013,11,11,658,700,-2,1000,1015,-15,VX,399,N637VA,JFK,LAX,332,2475,7,0,2013-11-11T12:00:00Z
2013,4,11,1010,1011,-1,1304,1317,-13,UA,1420,N39297,EWR,LAX,331,2454,10,11,2013-04-11T14:00:00Z
2013,4,30,858,900,-2,1201,1225,-24,AA,1,N328AA,JFK,LAX,310,2475,9,0,2013-04-30T13:00:00Z
2013,4,4,1424,1430,-6,1605,1629,-24,EV,4975,N753EV,EWR,MSP,146,1008,14,30,2013-04-04T18:00:00Z
2013,8,30,1442,1449,-7,1700,1750,-50,UA,501,N401UA,LGA,IAH,183,1416,14,49,2013-08-30T18:00:00Z
2013,8,19,1519,1525,-6,1627,1642,-15,EV,4580,N22909,EWR,MKE,106,725,15,25,2013-08-19T19:00:00Z
2013,3,2,625,620,5,1106,1102,4,B6,709,N623JB,JFK,SJU,202,1598,6,20,2013-03-02T11:00:00Z
2013,7,31,1752,1755,-3,2045,2045,0,AA,785,N3GEAA,LGA,DFW,184,1389,17,55,2013-07-31T21:00:00Z
2013,5,6,1548,1452,56,1747,1709,38,B6,119,N193JB,JFK,MSY,156,1182,14,52,2013-05-06T18:00:00Z
2013,7,9,747,756,-9,923,930,-7,EV,4125,N29917,EWR,GSO,71,445,7,56,2013-07-09T11:00:00Z
2013,8,8,1909,1800,69,2009,1913,56,US,2158,N961UW,LGA,BOS,40,184,18,0,2013-08-08T22:00:00Z
2013,6,24,2325,1959,206,151,2310,161,UA,675,N493UA,EWR,SEA,302,2402,19,59,2013-06-24T23:00:00Z
2013,7,13,1717,1520,117,1852,1710,102,AA,341,N4XVAA,LGA,ORD,124,733,15,20,2013-07-13T19:00:00Z
2013,8,16,1105,1059,6,1328,1336,-8,UA,1712,N37293,EWR,IAH,187,1400,10,59,2013-08-16T14:00:00Z
2013,11,27,1504,1510,-6,1844,1845,-1,AA,145,N5FMAA,JFK,MIA,187,1089,15,10,2013-11-27T20:00:00Z
2013,8,20,2000,1915,45,2228,2131,57,EV,5268,N741EV,LGA,CLT,80,544,19,15,2013-08-20T23:00:00Z
2013,12,5,1731,1730,1,1901,1914,-13,B6,1185,N183JB,JFK,RDU,67,427,17,30,2013-12-05T22:00:00Z
2013,5,24,1739,1700,39,2043,2011,32,DL,706,N329NB,JFK,AUS,198,1521,17,0,2013-05-24T21:00:00Z
2013,3,12,929,915,14,1253,1232,21,DL,2379,N309US,LGA,FLL,173,1076,9,15,2013-03-12T13:00:00Z
2013,7,2,1505,1501,4,1751,1804,-13,UA,1289,N38727,EWR,MCO,138,937,15,1,2013-07-02T19:00:00Z
2013,5,16,1644,1629,15,1954,1927,27,B6,985,N534JB,LGA,TPA,144,1010,16,29,2013-05-16T20:00:00Z
2013,6,27,1052,1100,-8,1158,1211,-13,US,2124,N959UW,LGA,BOS,41,184,11,0,2013-06-27T15:00:00Z
2013,11,26,1357,1358,-1,1600,1555,5,EV,4100,N16918,EWR,MEM,164,946,13,58,2013-11-26T18:00:00Z
2013,12,25,1931,1945,-14,2128,2150,-22,MQ,3603,N833MQ,LGA,DTW,92,502,19,45,2013-12-26T00:00:00Z
2013,9,17,1448,1450,-2,1702,1645,17,MQ,3588,N532MQ,LGA,MSP,166,1020,14,50,2013-09-17T18:00:00Z
2013,12,5,1726,1650,36,1831,1807,24,B6,1734,N216JB,JFK,BTV,45,266,16,50,2013-12-05T21:00:00Z
2013,11,16,1040,1046,-6,1209,1227,-18,EV,4662,N21129,EWR,RDU,65,416,10,46,2013-11-16T15:00:00Z
2013,7,3,1912,1905,7,2037,2045,-8,WN,542,N469WN,LGA,MKE,117,738,19,5,2013-07-03T23:00:00Z
2013,5,3,1721,1603,78,1829,1730,59,YV,3791,N522LR,LGA,IAD,42,229,16,3,2013-05-03T20:00:00Z
2013,8,11,2110,2040,30,26,2351,35,UA,1078,N27724,EWR,SAT,223,1569,20,40,2013-08-12T00:00:00Z
2013,10,4,653,700,-7,911,942,-31,DL,1547,N995DL,LGA,ATL,106,762,7,0,2013-10-04T11:00:00Z
2013,7,25,940,945,-5,1111,1125,-14,AA,317,N4YGAA,LGA,ORD,102,733,9,45,2013-07-25T13:00:00Z
2013,2,14,810,815,-5,947,958,-11,9E,3521,N605LR,JFK,ORD,124,740,8,15,2013-02-14T13:00:00Z
2013,4,24,607,600,7,746,745,1,WN,3938,N8305E,LGA,STL,137,888,6,0,2013-04-24T10:00:00Z
2013,1,26,1855,1900,-5,2104,2134,-30,FL,645,N924AT,LGA,ATL,111,762,19,0,2013-01-27T00:00:00Z
2013,11,17,1513,1515,-2,1821,1810,11,AA,320,N4XBAA,EWR,DFW,217,1372,15,15,2013-11-17T20:00:00Z
2013,6,15,1425,1425,0,1542,1557,-15,FL,318,N947AT,LGA,CAK,60,397,14,25,2013-06-15T18:00:00Z
2013,6,14,901,909,-8,1107,1122,-15,EV,4952,N612QX,LGA,CLT,80,544,9,9,2013-06-14T13:00:00Z
2013,9,12,1923,1355,328,2135,1602,333,US,686,N658AW,EWR,PHX,271,2133,13,55,2013-09-12T17:00:00Z
2013,8,26,1918,1835,43,2146,2135,11,9E,3325,N920XJ,JFK,DFW,169,1391,18,35,2013-08-26T22:00:00Z
2013,4,10,1436,1442,-6,1632,1646,-14,EV,4388,N19554,EWR,CVG,93,569,14,42,2013-04-10T18:00:00Z
2013,1,12,623,625,-2,855,916,-21,B6,79,N554JB,JFK,MCO,125,944,6,25,2013-01-12T11:00:00Z
2013,8,30,1239,1245,-6,1524,1600,-36,AA,2041,N5CEAA,JFK,MIA,140,1089,12,45,2013-08-30T16:00:00Z
2013,12,3,1853,1900,-7,1953,2018,-25,US,2193,N751UW,LGA,DCA,42,214,19,0,2013-12-04T00:00:00Z
2013,2,13,650,646,4,858,905,-7,UA,1609,N75428,EWR,DEN,224,1605,6,46,2013-02-13T11:00:00Z
2013,12,7,911,857,14,1324,1223,61,UA,1223,N38443,EWR,LAX,387,2454,8,57,2013-12-07T13:00:00Z
2013,11,5,1454,1459,-5,1715,1738,-23,DL,2347,N926DL,LGA,ATL,115,762,14,59,2013-11-05T19:00:00Z
2013,8,6,1525,1530,-5,1644,1650,-6,WN,216,N960WN,EWR,MDW,109,711,15,30,2013-08-06T19:00:00Z
2013,12,20,1321,1324,-3,1419,1431,-12,EV,4129,N18557,EWR,DCA,44,199,13,24,2013-12-20T18:00:00Z
2013,11,11,1322,1325,-3,1534,1534,0,EV,4161,N12122,EWR,MSP,170,1008,13,25,2013-11-11T18:00:00Z
2013,7,30,1941,1930,11,2103,2105,-2,EV,4191,N14998,EWR,BNA,119,748,19,30,2013-07-30T23:00:00Z
2013,1,18,NA,1528,NA,NA,1640,NA,EV,3267,N12166,EWR,ORF,NA,284,15,28,2013-01-18T20:00:00Z
2013,11,30,2043,2025,18,2338,2340,-2,UA,771,N502UA,JFK,LAX,328,2475,20,25,2013-12-01T01:00:00Z
2013,3,9,1523,1530,-7,1708,1730,-22,MQ,4579,N530MQ,LGA,CLT,72,544,15,30,2013-03-09T20:00:00Z
2013,8,30,656,700,-4,845,900,-15,9E,3769,N8560F,EWR,CVG,86,569,7,0,2013-08-30T11:00:00Z
2013,9,11,2118,1859,139,2339,2126,133,FL,685,N928AT,LGA,ATL,109,762,18,59,2013-09-11T22:00:00Z
2013,8,31,1134,1120,14,1233,1235,-2,MQ,3704,N6EAMQ,EWR,ORD,103,719,11,20,2013-08-31T15:00:00Z
2013,11,11,2106,2110,-4,2241,2306,-25,EV,4885,N720EV,LGA,ILM,75,500,21,10,2013-11-12T02:00:00Z
2013,7,4,1805,1815,-10,2027,2044,-17,DL,926,N369NB,EWR,ATL,114,746,18,15,2013-07-04T22:00:00Z
2013,10,31,655,700,-5,935,940,-5,DL,1547,N972DL,LGA,ATL,119,762,7,0,2013-10-31T11:00:00Z
2013,6,10,909,910,-1,1115,1110,5,MQ,4582,N508MQ,LGA,CLT,82,544,9,10,2013-06-10T13:00:00Z
2013,5,19,1027,1030,-3,1323,1400,-37,VX,187,N527VA,EWR,SFO,326,2565,10,30,2013-05-19T14:00:00Z
2013,7,23,1119,1125,-6,1353,1414,-21,UA,703,N597UA,JFK,LAX,315,2475,11,25,2013-07-23T15:00:00Z
2013,2,15,1122,1125,-3,1240,1305,-25,AA,327,N3AXAA,LGA,ORD,121,733,11,25,2013-02-15T16:00:00Z
2013,1,8,1522,1500,22,1706,1655,11,MQ,4429,N725MQ,LGA,CMH,75,479,15,0,2013-01-08T20:00:00Z
2013,3,6,NA,1630,NA,NA,1853,NA,DL,1771,N314NB,JFK,DTW,NA,509,16,30,2013-03-06T21:00:00Z
2013,8,9,2009,1905,64,2222,2108,74,9E,3525,N907XJ,JFK,ORD,120,740,19,5,2013-08-09T23:00:00Z
2013,1,30,NA,1023,NA,NA,1255,NA,FL,347,N990AT,LGA,ATL,NA,762,10,23,2013-01-30T15:00:00Z
2013,7,12,759,755,4,1038,1115,-37,AA,59,N324AA,JFK,SFO,318,2586,7,55,2013-07-12T11:00:00Z
2013,8,22,1918,1731,107,2052,1849,123,B6,2580,N273JB,EWR,BOS,46,200,17,31,2013-08-22T21:00:00Z
2013,2,19,2200,2100,60,17,2333,44,DL,1247,N919DL,LGA,ATL,114,762,21,0,2013-02-20T02:00:00Z
2013,1,8,2026,2029,-3,2224,2233,-9,EV,4348,N12201,EWR,MSP,163,1008,20,29,2013-01-09T01:00:00Z
2013,5,25,1358,1401,-3,1450,1515,-25,B6,1002,N258JB,JFK,BOS,39,187,14,1,2013-05-25T18:00:00Z
2013,1,20,1919,1859,20,2217,2214,3,DL,1435,N938DL,LGA,TPA,158,1010,18,59,2013-01-20T23:00:00Z
2013,12,3,1052,1048,4,1342,1354,-12,B6,971,N768JB,LGA,FLL,152,1076,10,48,2013-12-03T15:00:00Z
2013,12,11,1657,1700,-3,1849,1840,9,WN,2960,N286WN,LGA,BNA,141,764,17,0,2013-12-11T22:00:00Z
2013,8,14,1625,1518,67,1900,1742,78,EV,4377,N27962,EWR,JAX,131,820,15,18,2013-08-14T19:00:00Z
2013,1,28,1641,1645,-4,1834,1900,-26,DL,1473,N344NB,LGA,MEM,144,963,16,45,2013-01-28T21:00:00Z
2013,8,12,1943,1955,-12,2144,2145,-1,MQ,3573,N721MQ,LGA,CMH,77,479,19,55,2013-08-12T23:00:00Z
2013,8,19,810,815,-5,915,935,-20,MQ,3355,N527MQ,LGA,BNA,104,764,8,15,2013-08-19T12:00:00Z
2013,7,1,NA,2101,NA,NA,100,NA,B6,1103,N520JB,JFK,SJU,NA,1598,21,1,2013-07-02T01:00:00Z
2013,8,4,1425,1405,20,1617,1607,10,EV,4687,N12957,EWR,CVG,93,569,14,5,2013-08-04T18:00:00Z
2013,2,6,638,645,-7,751,807,-16,B6,102,N794JB,JFK,BUF,59,301,6,45,2013-02-06T11:00:00Z
2013,4,21,554,605,-11,900,906,-6,B6,135,N809JB,JFK,RSW,167,1074,6,5,2013-04-21T10:00:00Z
2013,2,7,2035,2040,-5,2246,2306,-20,UA,1166,N76528,EWR,MSY,175,1167,20,40,2013-02-08T01:00:00Z
2013,8,13,722,730,-8,1057,1045,12,VX,183,N855VA,EWR,SFO,363,2565,7,30,2013-08-13T11:00:00Z
2013,1,25,1741,1725,16,2100,2017,43,UA,1109,N34137,EWR,MCO,135,937,17,25,2013-01-25T22:00:00Z
2013,7,1,1541,1543,-2,1844,1901,-17,UA,257,N560UA,JFK,SFO,318,2586,15,43,2013-07-01T19:00:00Z
2013,6,1,759,805,-6,1036,1100,-24,DL,1109,N916DL,LGA,TPA,131,1010,8,5,2013-06-01T12:00:00Z
2013,4,27,2147,2000,107,29,2325,64,VX,415,N636VA,JFK,LAX,314,2475,20,0,2013-04-28T00:00:00Z
2013,4,16,2128,1845,163,2254,2030,144,MQ,4517,N725MQ,LGA,CRW,71,444,18,45,2013-04-16T22:00:00Z
2013,5,30,2042,2015,27,2232,2220,12,EV,4370,N34111,EWR,CHS,85,628,20,15,2013-05-31T00:00:00Z
2013,12,5,2119,1905,134,2255,2035,140,EV,4191,N16918,EWR,BNA,137,748,19,5,2013-12-06T00:00:00Z
2013,3,22,558,600,-2,850,849,1,B6,79,N592JB,JFK,MCO,138,944,6,0,2013-03-22T10:00:00Z
2013,11,16,1851,1815,36,2159,2141,18,DL,426,N183DN,JFK,LAX,348,2475,18,15,2013-11-16T23:00:00Z
2013,11,1,615,619,-4,753,819,-26,EV,5503,N134EV,EWR,MSP,142,1008,6,19,2013-11-01T10:00:00Z
2013,10,29,1612,1620,-8,1725,1755,-30,DL,2443,N329NB,JFK,BOS,35,187,16,20,2013-10-29T20:00:00Z
2013,1,8,729,735,-6,1034,1047,-13,B6,341,N583JB,JFK,SRQ,157,1041,7,35,2013-01-08T12:00:00Z
2013,1,30,NA,1322,NA,NA,1624,NA,B6,431,N536JB,LGA,SRQ,NA,1047,13,22,2013-01-30T18:00:00Z
2013,10,2,2016,2022,-6,2227,2246,-19,B6,135,N760JB,JFK,PHX,283,2153,20,22,2013-10-03T00:00:00Z
2013,1,5,826,827,-1,1132,1140,-8,DL,2395,N374NW,LGA,PBI,161,1035,8,27,2013-01-05T13:00:00Z
2013,4,19,957,1000,-3,1323,1334,-11,DL,1765,N709TW,JFK,SFO,341,2586,10,0,2013-04-19T14:00:00Z
2013,11,26,1456,1500,-4,1818,1805,13,MQ,3072,N0EGMQ,JFK,TPA,158,1005,15,0,2013-11-26T20:00:00Z
2013,11,19,1254,1300,-6,1512,1522,-10,DL,2043,N323NB,JFK,ATL,113,760,13,0,2013-11-19T18:00:00Z
2013,1,12,940,935,5,1235,1238,-3,B6,361,N760JB,LGA,PBI,140,1035,9,35,2013-01-12T14:00:00Z
2013,7,12,1629,1604,25,1800,1748,12,EV,5432,N132EV,LGA,BNA,105,764,16,4,2013-07-12T20:00:00Z
2013,8,26,900,901,-1,1157,1204,-7,B6,63,N637JB,JFK,SEA,326,2422,9,1,2013-08-26T13:00:00Z
2013,11,25,2105,2107,-2,2204,2215,-11,UA,994,N497UA,EWR,BOS,38,200,21,7,2013-11-26T02:00:00Z
2013,7,15,827,829,-2,953,1004,-11,MQ,3363,N815MQ,JFK,RDU,66,427,8,29,2013-07-15T12:00:00Z
2013,11,7,1315,1319,-4,1420,1421,-1,EV,4434,N13992,EWR,MHT,39,209,13,19,2013-11-07T18:00:00Z
2013,7,15,1730,1735,-5,1938,2030,-52,AA,145,N3BFAA,JFK,SAN,287,2446,17,35,2013-07-15T21:00:00Z
2013,8,20,1501,1500,1,1657,1654,3,US,802,N193UW,EWR,CLT,79,529,15,0,2013-08-20T19:00:00Z
2013,1,22,1949,1845,64,2140,2030,70,MQ,4517,N739MQ,LGA,CRW,78,444,18,45,2013-01-22T23:00:00Z
2013,3,23,2203,2150,13,53,42,11,B6,325,N635JB,JFK,TPA,148,1005,21,50,2013-03-24T01:00:00Z
2013,11,30,1135,1140,-5,1416,1455,-39,AA,388,N3HPAA,LGA,MIA,144,1096,11,40,2013-11-30T16:00:00Z
2013,10,31,1019,1025,-6,1340,1325,15,AA,1131,N3FKAA,LGA,DFW,212,1389,10,25,2013-10-31T14:00:00Z
2013,8,8,556,600,-4,654,656,-2,US,1909,N949UW,LGA,PHL,35,96,6,0,2013-08-08T10:00:00Z
2013,4,12,811,800,11,1112,1106,6,B6,553,N705JB,EWR,RSW,154,1068,8,0,2013-04-12T12:00:00Z
2013,10,31,1018,1025,-7,1133,1140,-7,MQ,3611,N505MQ,EWR,ORD,115,719,10,25,2013-10-31T14:00:00Z
2013,1,27,648,625,23,916,916,0,B6,79,N579JB,JFK,MCO,127,944,6,25,2013-01-27T11:00:00Z
2013,3,16,1531,1456,35,1815,1712,63,EV,4684,N21144,EWR,MCI,183,1092,14,56,2013-03-16T18:00:00Z
2013,7,10,1245,1250,-5,1428,1425,3,MQ,3361,N800MQ,JFK,RDU,66,427,12,50,2013-07-10T16:00:00Z
2013,9,26,2242,2250,-8,3,7,-4,B6,2002,N238JB,JFK,BUF,58,301,22,50,2013-09-27T02:00:00Z
2013,3,12,1527,1530,-3,1927,1855,32,AA,1039,N3HTAA,JFK,FLL,184,1069,15,30,2013-03-12T19:00:00Z
2013,5,21,1415,1200,135,1531,1314,137,9E,3381,N906XJ,JFK,BOS,33,187,12,0,2013-05-21T16:00:00Z
2013,11,17,1612,1557,15,1923,1927,-4,DL,467,N6708D,JFK,SLC,288,1990,15,57,2013-11-17T20:00:00Z
2013,8,30,1146,1025,81,1318,1222,56,US,604,N656AW,EWR,PHX,256,2133,10,25,2013-08-30T14:00:00Z
2013,10,23,1819,1815,4,2126,2130,-4,UA,1022,N14731,EWR,SNA,326,2434,18,15,2013-10-23T22:00:00Z
2013,6,9,1730,1727,3,2026,2024,2,UA,1028,N76523,EWR,IAH,191,1400,17,27,2013-06-09T21:00:00Z
2013,7,13,1710,1711,-1,2044,2039,5,B6,167,N796JB,JFK,OAK,329,2576,17,11,2013-07-13T21:00:00Z
2013,5,30,1259,1300,-1,1640,1645,-5,DL,315,N3756,JFK,SJU,197,1598,13,0,2013-05-30T17:00:00Z
2013,5,30,847,855,-8,1032,1100,-28,DL,2179,N762NC,EWR,DTW,77,488,8,55,2013-05-30T12:00:00Z
2013,6,23,1153,1200,-7,1435,1450,-15,AA,3,N338AA,JFK,LAX,323,2475,12,0,2013-06-23T16:00:00Z
2013,3,23,709,700,9,826,825,1,WN,2127,N8317M,LGA,MDW,116,725,7,0,2013-03-23T11:00:00Z
2013,11,30,1623,1630,-7,1953,2011,-18,US,629,N546UW,JFK,PHX,304,2153,16,30,2013-11-30T21:00:00Z
2013,1,11,1036,1031,5,1358,1403,-5,B6,641,N565JB,JFK,SFO,361,2586,10,31,2013-01-11T15:00:00Z
2013,11,10,1440,1445,-5,1646,1643,3,EV,4175,N14953,EWR,AVL,96,583,14,45,2013-11-10T19:00:00Z
2013,3,14,2032,2010,22,2328,2325,3,UA,1416,N87507,EWR,AUS,187,1504,20,10,2013-03-15T00:00:00Z
2013,5,27,1926,1929,-3,2139,2155,-16,EV,5181,N717EV,EWR,ATL,102,746,19,29,2013-05-27T23:00:00Z
2013,4,16,803,810,-7,1031,1037,-6,9E,3538,N933XJ,JFK,MSP,171,1029,8,10,2013-04-16T12:00:00Z
2013,7,17,559,605,-6,830,839,-9,B6,583,N590JB,JFK,MCO,125,944,6,5,2013-07-17T10:00:00Z
2013,2,19,1447,1445,2,1717,1710,7,MQ,4669,N510MQ,LGA,ATL,121,762,14,45,2013-02-19T19:00:00Z
2013,6,28,555,600,-5,650,659,-9,US,2161,N750UW,LGA,DCA,42,214,6,0,2013-06-28T10:00:00Z
2013,12,10,2143,2101,42,39,2346,53,B6,499,N517JB,LGA,MCO,156,950,21,1,2013-12-11T02:00:00Z
2013,12,12,2018,2000,18,2315,2325,-10,VX,415,N839VA,JFK,LAX,338,2475,20,0,2013-12-13T01:00:00Z
2013,7,30,1249,1255,-6,1511,1541,-30,UA,1641,N27213,EWR,MCO,124,937,12,55,2013-07-30T16:00:00Z
2013,12,22,2131,2005,86,2315,2143,92,UA,1207,N16709,EWR,CLE,75,404,20,5,2013-12-23T01:00:00Z
2013,1,3,653,655,-2,952,1030,-38,DL,1415,N3764D,JFK,SLC,272,1990,6,55,2013-01-03T11:00:00Z
2013,9,14,1453,1459,-6,1603,1622,-19,B6,1734,N216JB,JFK,BTV,46,266,14,59,2013-09-14T18:00:00Z
2013,9,11,857,910,-13,1008,1055,-47,AA,313,N570AA,LGA,ORD,111,733,9,10,2013-09-11T13:00:00Z
2013,10,17,1711,1715,-4,1845,1905,-20,AA,345,N4XJAA,LGA,ORD,115,733,17,15,2013-10-17T21:00:00Z
2013,9,6,753,800,-7,851,908,-17,US,2138,N948UW,LGA,BOS,36,184,8,0,2013-09-06T12:00:00Z
2013,1,13,1603,1610,-7,1722,1756,-34,EV,5486,N724EV,LGA,PIT,57,335,16,10,2013-01-13T21:00:00Z
2013,12,1,658,700,-2,934,951,-17,DL,2285,N325US,LGA,MCO,132,950,7,0,2013-12-01T12:00:00Z
2013,9,20,1817,1815,2,1939,1957,-18,UA,1053,N37274,EWR,CLE,56,404,18,15,2013-09-20T22:00:00Z
2013,4,2,1558,1557,1,1700,1720,-20,UA,1116,N87507,EWR,BOS,42,200,15,57,2013-04-02T19:00:00Z
2013,2,28,1456,1505,-9,1743,1820,-37,AA,759,N3CKAA,LGA,DFW,198,1389,15,5,2013-02-28T20:00:00Z
2013,2,6,1232,1215,17,1343,1328,15,EV,4087,N12564,EWR,PWM,52,284,12,15,2013-02-06T17:00:00Z
2013,11,4,1628,1630,-2,2011,2010,1,VX,27,N839VA,JFK,SFO,372,2586,16,30,2013-11-04T21:00:00Z
2013,8,4,456,500,-4,630,641,-11,US,1993,N153UW,EWR,CLT,76,529,5,0,2013-08-04T09:00:00Z
2013,6,3,2051,2055,-4,2218,2230,-12,AA,371,N573AA,LGA,ORD,122,733,20,55,2013-06-04T00:00:00Z
2013,9,18,1854,1905,-11,1958,2033,-35,EV,5383,N608QX,LGA,ROC,40,254,19,5,2013-09-18T23:00:00Z
2013,3,13,2241,2245,-4,2346,2356,-10,B6,128,N247JB,JFK,BTV,46,266,22,45,2013-03-14T02:00:00Z
2013,7,10,1903,1705,118,2342,2004,218,DL,503,N3760C,JFK,SAN,314,2446,17,5,2013-07-10T21:00:00Z
2013,8,26,1133,1145,-12,1323,1340,-17,MQ,3546,N516MQ,LGA,MSP,147,1020,11,45,2013-08-26T15:00:00Z
2013,3,29,1921,1930,-9,2110,2146,-36,9E,3798,N8928A,JFK,CLT,78,541,19,30,2013-03-29T23:00:00Z
2013,10,4,2242,2255,-13,2351,9,-18,B6,486,N206JB,JFK,ROC,50,264,22,55,2013-10-05T02:00:00Z
2013,1,5,1641,1640,1,1954,1955,-1,AA,773,N433AA,LGA,DFW,230,1389,16,40,2013-01-05T21:00:00Z
2013,1,18,559,601,-2,732,725,7,EV,4708,N14993,EWR,MKE,124,725,6,1,2013-01-18T11:00:00Z
2013,2,4,1212,1220,-8,1538,1532,6,B6,209,N794JB,JFK,LGB,364,2465,12,20,2013-02-04T17:00:00Z
2013,6,26,927,930,-3,1334,1248,46,UA,1281,N73283,EWR,SFO,348,2565,9,30,2013-06-26T13:00:00Z
